employee_id,department,timestamp,app_used,task_category,duration_minutes,is_repetitive
E012,HR,2025-10-22 12:34:30,Notion,Notes,41,1
E001,Operations,07/10/2025 18:26,Microsoft Word,REPORTING,35,No
E008,Sales,2025-10-06 07:24:16, Gmail ,client communication,1,no
E011,Customer Support,2025-10-21 11:24:08,Slack,Internal Communication,17,false
E003,Operations,2025-10-22 15:21:59,Gmail,Email Triage,30,1
E008,Sales,10/10/2025 16:40,gmail,Internal Communication,34,yes
E013,HR,17/10/2025 16:12,MS Excel,DATA ENTRY,40,true
E009,Customer Support,2025-10-13 16:57:32,Zoho,CRM Update,1,No
E013,HR,2025-10-14 14:10,MS Excel,Reconciliation,22,false
E013,HR,2025-10-10 12:41:11, Gmail ,Client Comms,1,yes
E011,Customer Support,2025-10-06 15:14,GMAIL,Internal Communication,20,true
E011,Customer Support,2025-10-14 10:52:45,jira,Ticket Updates,32,1
E002,Operations,2025-10-15 10:20,Gmail,internal comms,19,no
E006,Sales,2025-10-22 16:51:18,Zoho CRM,CRM Updates,13,TRUE
E009,Customer Support,09/10/2025 10:08,Slack,status updates,6,TRUE
E008,Sales,2025-10-23 09:24,Gmail,Email Triage,28,1
E003,Operations,13/10/2025 13:58,outlook,calendar management,24,TRUE
E005,Finance,2025-10-24 12:25:46,Gmail,Client Communication,14,false
E003,Operations,2025-10-17 11:14:29,MS Word,doc drafting,4,no
E012,HR,13/10/2025 15:38,Word,REPORTING,21,no
E011,Customer Support,2025-10-09 07:19:13,Slack,internal comms,25,0
E012,HR,2025-10-15 14:19:42,Google Chrome,Research,25,FALSE
E013,HR,2025-10-22 16:08:46,Notion,notes,19,FALSE
E014,Marketing,20/10/2025 12:52,gmail,Email Triage,27,no
E014,Marketing,2025-10-23 16:41,Google Chrome,Research,25,0
E003,Operations,2025-10-10 12:36:02,MS Outlook,Calendar Mgmt,25,no
E015,Marketing,14/10/2025 11:48,PowerPoint,REPORTING,27,TRUE
E004,Finance,13/10/2025 11:56,gmail,internal comms,2,0
E011,Customer Support,2025-10-14 19:43:41,zoho,crm updates,12,yes
E012,HR,2025-10-21 11:37:06,MS Word,reporting,17,No
E004,Finance,2025-10-23 13:38:30,sap,Invoice Processing,14,yes
E007,Sales,07/10/2025 16:05,MS Excel,Reconciliation,4,yes
E004,Finance,2025-10-21 15:35:58,sap,invoice processing,36,0
E014,Marketing,20/10/2025 16:18,gmail,client communication,25,0
E009,Customer Support,2025-10-09 12:49:39,salesforce,pipeline review,54,false
E010,Customer Support,2025-10-17 15:27,Sales Force,crm updates,19,yes
E008,Sales,2025-10-06 16:33,EXCEL,reconciliation,24,TRUE
E014,Marketing,13/10/2025 15:44,Chrome,vendor portals,1,0
E010,Customer Support,2025-10-06 18:43:46,Gmail,Client Comms,6,Yes
E001,Operations,16/10/2025 11:51,GMAIL,EMAIL TRIAGE,6,true
E001,Operations,2025-10-09 15:28:04,Chrome,vendor portals,23,Yes
E015,Marketing,2025-10-24T11:33:36,GMAIL,Internal Communication,9,Yes
E014,Marketing,2025-10-16 16:49:13,excel,Recon,23,true
E003,Operations,2025-10-20 12:28:06,MS Outlook,Cal Mgmt,2,Yes
E013,HR,2025-10-14 12:11:43,Google Chrome,vendor portals,26,TRUE
E006,Sales,2025-10-17 16:36:48,Slack,internal comms,17,FALSE
E014,Marketing,2025-10-09 17:36, Gmail ,Client Comms,10,yes
E003,Operations,2025-10-13 17:28:51,Excel,reconciliation,1,true
E012,HR,2025-10-21T16:37:25,Notion,Documentation,15,No
E013,HR,2025-10-13 11:32:56,outlook,calendar management,1,TRUE
E006,Sales,2025-10-20T14:18:48,whatsapp web,client communication,21,yes
E003,Operations,15/10/2025 14:34,SAP,invoice processing,14,1
E013,HR,2025-10-21 12:55:43,gmail,email triage,4,FALSE
E015,Marketing,2025-10-08 10:35:00,Powerpoint,Reporting,49,false
E010,Customer Support,2025-10-07 11:37:01,chrome,research,36,no
E003,Operations,16/10/2025 09:45,GMAIL,email triage,23,TRUE
E013,HR,2025-10-08 12:17:11, Gmail ,Client Comms,1,yes
E004,Finance,07/10/2025 16:06,MS Excel,Reconciliation,17,true
E006,Sales,2025-10-13 12:53:32,Sales Force,pipeline review,25,no
E004,Finance,2025-10-06 14:14:04,-,DATA ENTRY,10,TRUE
E001,Operations,2025-10-22 13:55:34,Microsoft Excel,REPORTING,1,no
E015,Marketing,2025-10-15 15:05:40,Google Chrome,Vendor Portals,1,0
E006,Sales,21/10/2025 16:24,WhatsApp Web,Internal Comms,20,Yes
E010,Customer Support,2025-10-08 16:14,jira,Ticket Updates,40,false
E009,Customer Support,2025-10-23 10:29:35,Google Chrome,Research,34,FALSE
E006,Sales,09/10/2025 13:53,SFDC,Lead Entry,19,yes
E006,Sales,17/10/2025 09:28,Powerpoint,Deck Building,1,yes
E010,Customer Support,2025-10-21 12:55:22,zoho,crm updates,5,No
E008,Sales,23/10/2025 10:29,SFDC,lead entry,29,true
E009,Customer Support,2025-10-22 10:42:15,gmail,Internal Comms,1,Yes
E008,Sales,2025-10-21 11:22:49,Sales Force,Pipeline Review,7,FALSE
E008,Sales,13/10/2025 15:45,Zoho,CRM Update,17,1
E009,Customer Support,2025-10-14 11:24:00,slack,internal comms,33,yes
E006,Sales,2025-10-17 10:55,gmail,Internal Communication,21,no
E001,Operations,2025-10-08 12:03:13,Microsoft Excel,REPORTING,23,false
E007,Sales,2025-10-20 18:39:33,Sales Force,CRM Update,36,TRUE
E012,HR,2025-10-16 15:08:11,Google Chrome,Vendor Portals,23,Yes
E003,Operations,2025-10-08 07:51:29,Microsoft Excel,Recon,16,Yes
E001,Operations,2025-10-16 14:59:46,EXCEL,DATA ENTRY,57,0
E006,Sales,2025-10-07 12:54:26, Gmail ,Internal Communication,1,yes
E002,Operations,2025-10-20T17:15:02,sap,vendor management,5,TRUE
?,Marketing,2025-10-06 17:36:56,Google Chrome,vendor portals,36,true
E013,HR,2025-10-09T09:06:35,MS Outlook,email triage,36,0
E004,Finance,2025-10-22 13:03,MS Excel,Data Entry,1,TRUE
E015,Marketing,09/10/2025 18:26,slack,status updates,47,-
E009,Customer Support,2025-10-10 11:03:15,jira,status updates,12,TRUE
E002,Operations,2025-10-16 13:36:43,gmail,Internal Communication,25,yes
E008,Sales,2025-10-08 16:19:05,salesforce,Pipeline Review,21,No
E011,Customer Support,2025-10-09 09:06:51,GMAIL,Internal Comms,33,FALSE
E005,Finance,2025-10-10 07:05:01,MS Word,Reporting,17,false
E007,Sales,2025-10-23 15:09:10,salesforce,CRM Updates,30,FALSE
E010,Customer Support,2025-10-22 11:32:31,Zoho CRM,crm updates,34,FALSE
E009,Customer Support,2025-10-07 15:11:39,GMAIL,client communication,4,No
E004,Finance,2025-10-15 10:54:31,chrome,Research,6,FALSE
E013,HR,2025-10-07 14:18,gmail,email triage,23,false
E003,Operations,2025-10-07 17:36:12,MS Excel,data-entry,40,yes
E014,Marketing,2025-10-14 15:26:43,Powerpoint,deck building,10,yes
E007,Sales,2025-10-10 16:22:15,WhatsApp Web,Client Comms,1,TRUE
E006,Sales,06/10/2025 16:19,Gmail,Email Triage,10,No
E013,HR,24/10/2025 15:13,gmail,Client Communication,999,1
E015,Marketing,2025-10-24T13:18:24, Gmail ,Email Triage,1,false
E012,HR,21/10/2025 14:43,Outlook,Email Triage,34,no
E009,Customer Support,10/10/2025 10:22,Slack,status updates,30,1
E001,Operations,2025-10-17T14:26:03,Word,Document Drafting,10,true
E010,Customer Support,2025-10-06 17:56,chrome,research,29,false
E007,Sales,2025-10-16 10:12:41,WhatsApp Web,Internal Communication,29,Yes
E006,Sales,2025-10-08T17:14:47,Slack,status updates,22,TRUE
E003,Operations,16/10/2025 16:14,MS Excel,reconciliation,21,true
E009,Customer Support,2025-10-14T10:42:27, Gmail ,Internal Communication,,No
E012,HR,2025-10-16 11:52:26,Microsoft Word,reporting,18,No
E003,Operations,06/10/2025 16:55,GMAIL,Email Triage,17,true
E012,HR,2025-10-09T11:08:42,Google Chrome,Vendor Portals,37,no
E009,Customer Support,2025-10-15 13:47:35,gmail,Client Communication,17,yes
E001,Operations,2025-10-21 13:17:13,Slack,Internal Communication,18,false
E014,Marketing,2025-10-20 15:59:24,Powerpoint,reporting,22,0
E006,Sales,2025-10-10 12:41:17,Zoho,CRM Updates,21,TRUE
E012,HR,2025-10-20 11:04:36,Outlook,email triage,47,yes
E005,Finance,2025-10-16 10:00:03,MS Excel,reconciliation,62,yes
E012,HR,2025-10-23 17:38:41,outlook,Calendar Mgmt,33,No
E002,Operations,17/10/2025 14:47,gmail,Client Comms,1,1
E013,HR,2025-10-06 15:43:41,MS Outlook,Email Triage,33,TRUE
E008,Sales,2025-10-08T15:54:21,ZOOM,Client Call,1,no
E011,Customer Support,2025-10-10 09:12:56,Gmail,email triage,43,1
E006,Sales,16/10/2025 12:40,Zoho CRM,crm updates,7,false
E006,Sales,17/10/2025 12:28,Gmail,Internal Comms,1,false
E005,Finance,2025-10-22T16:46:17,SAP,Invoice Proc,57,no
E003,Operations,2025-10-17 12:02,SAP,vendor management,24,TRUE
E005,Finance,2025-10-24 16:19:13,Tally ERP,gst filing prep,13,false
E006,Sales,2025-10-22T14:46:04,GMAIL,Client Communication,31,true
E004,Finance,2025-10-23T10:28:30,Word,doc drafting,38,true
E013,HR,2025-10-06 13:46:56,MS Outlook,calendar management,10,Yes
E011,Customer Support,2025-10-17 14:56:46,Zoho,lead entry,1,1
E014,Marketing,2025-10-07 13:16,chrome,Research,21,Yes
E013,HR,2025-10-16 15:36:38,outlook,Calendar Mgmt,17,false
E014,Marketing,2025-10-08T10:59:45,Microsoft Excel,REPORTING,47,0
E011,Customer Support,2025-10-23 11:56:41, Gmail ,Internal Communication,25,yes
E004,Finance,2025-10-15T11:55:02,chrome,research,17,0
E003,Operations,2025-10-08T13:19:12,MS Excel,reporting,32,FALSE
E007,Sales,2025-10-08 13:56,Excel,reporting,20,yes
E012,HR,2025-10-23T16:30:35,excel,reporting,18,yes
E008,Sales,2025-10-15 13:54:07,Gmail,Client Communication,30,0
E010,Customer Support,2025-10-10 18:34:32,SLACK,Internal Comms,18,FALSE
E006,Sales,2025-10-08 11:37:37,WhatsApp Web,internal comms,38,false
E008,Sales,2025-10-23 16:00:59,GMAIL,email triage,6,true
E001,Operations,2025-10-09 12:11,excel,Recon,1,yes
E013,HR,2025-10-20 09:32:10, Gmail ,Internal Comms,30,Yes
E012,HR,2025-10-23 17:31,GMAIL,email triage,20,false
E002,Operations,2025-10-07 13:42,MS Word,reporting,4,1
E014,Marketing,07/10/2025 11:01,Notion,documentation,26,1
E002,Operations,2025-10-20 10:54:16,Gmail,client communication,4,yes
E004,Finance,2025-10-21 13:35:04,MS Outlook,email triage,5,1
